file name,loc,blame error?,analyse time,constraints,hit as normal,hit as strict,Normal,Strict,Wrong dynamic
/home/sch/grift-exp/blackscholes/position-swap/mutant35/mutant35-dynamic.grift,270,#f,60,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant36/mutant36-dynamic.grift,270,#f,59,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant37/mutant37-dynamic.grift,270,#f,58,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant38/mutant38-dynamic.grift,270,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant39/mutant39-dynamic.grift,270,#f,58,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant4/mutant4-dynamic.grift,270,#f,58,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant40/mutant40-dynamic.grift,270,#f,59,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant41/mutant41-dynamic.grift,270,#f,58,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant42/mutant42-dynamic.grift,270,#f,59,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant43/mutant43-dynamic.grift,270,#f,59,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant44/mutant44-dynamic.grift,270,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant45/mutant45-dynamic.grift,270,#f,59,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant46/mutant46-dynamic.grift,270,#f,59,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant47/mutant47-dynamic.grift,271,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant48/mutant48-dynamic.grift,271,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant49/mutant49-dynamic.grift,271,#f,60,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant5/mutant5-dynamic.grift,270,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant50/mutant50-dynamic.grift,271,#f,59,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant51/mutant51-dynamic.grift,271,#f,58,1144,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant52/mutant52-dynamic.grift,270,#f,59,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant53/mutant53-dynamic.grift,270,#f,58,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant54/mutant54-dynamic.grift,270,#f,58,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant55/mutant55-dynamic.grift,270,#f,59,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant56/mutant56-dynamic.grift,270,#f,59,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant57/mutant57-dynamic.grift,270,#f,59,1147,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant58/mutant58-dynamic.grift,270,#f,58,1078,#f,#f,18,12,1
/home/sch/grift-exp/blackscholes/position-swap/mutant59/mutant59-dynamic.grift,270,#t,35,991,#t,#f,10,9,2
/home/sch/grift-exp/blackscholes/position-swap/mutant6/mutant6-dynamic.grift,270,#f,60,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant60/mutant60-dynamic.grift,270,#t,60,1134,#t,#f,6,4,2
/home/sch/grift-exp/blackscholes/position-swap/mutant61/mutant61-dynamic.grift,270,#f,62,1141,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant62/mutant62-dynamic.grift,270,#f,57,1089,#f,#f,7,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant63/mutant63-dynamic.grift,270,#t,67,1155,#t,#t,4,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant64/mutant64-dynamic.grift,270,#t,67,1154,#t,#t,3,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant65/mutant65-dynamic.grift,270,#t,65,1154,#t,#t,3,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant66/mutant66-dynamic.grift,270,#t,72,1155,#t,#t,4,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant67/mutant67-dynamic.grift,270,#f,61,1150,#f,#f,0,0,0
/home/sch/grift-exp/blackscholes/position-swap/mutant68/mutant68-dynamic.grift,270,#t,68,1155,#t,#t,4,1,1
/home/sch/grift-exp/blackscholes/position-swap/mutant69/mutant69-dynamic.grift,273,#f,59,1141,#f,#f,0,0,0
